Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	07	08	09	10	11	12
77557625..77558189	NC_007115.7	77557625	77558189		LOC110438638	LOC110438638	No description	+	allgene	overlapping	0	59.732421875	22.237232208251953	19.17539405822754	56.09294891357422	18.3747615814209	43.785614013671875
77558974..77561320	NC_007115.7	77558974	77561320		LOC110438638	LOC110438638	No description	+	allgene	overlapping	0	67.4171371459961	21.6357364654541	13.324464797973633	72.98208618164062	18.03622055053711	41.5084228515625
77773043..77773094	NC_007115.7	77773043	77773094		LOC100334861	LOC100334861	No description	+	allgene	overlapping	0	100.0	82.05128479003906	97.5	75.64102935791016	73.07691955566406	78.20513153076172
336887..336955	NC_007116.7	336887	336955		hook3	hook3	No description	-	allgene	overlapping	0	1.5384615659713745	7.692307472229004	0.0	0.0	0.0	0.0
2676160..2676237	NC_007116.7	2676160	2676237		mtmr4	mtmr4	No description	-	allgene	overlapping	0	0.0	1.5789474248886108	0.0	0.0	0.0	0.0
7129702..7129991	NC_007116.7	7129702	7129991		null					Not found	0	0.32258063554763794	0.9946236610412598	1.9354838132858276	1.0451977252960205	0.584795355796814	0.0
13684196..13684446	NC_007116.7	13684196	13684446		zgc:65851	zgc:65851	No description	-	allgene	overlapping	0	0.2083333283662796	1.7543859481811523	0.23419204354286194	0.0	0.5649718046188354	0.584795355796814
13684539..13684673	NC_007116.7	13684539	13684673		zgc:65851	zgc:65851	No description	-	allgene	overlapping	0	4.545454502105713	1.1904761791229248	0.0	0.0	1.388888955116272	1.923076868057251
19868063..19868168	NC_007116.7	19868063	19868168		tchp	tchp	No description	+	allgene	overlapping	0	0.0	0.0	0.8695651888847351	1.8518519401550293	0.0	2.3809523582458496
22836901..22837017	NC_007116.7	22836901	22837017		si:ch211-26b3.2	si:ch211-26b3.2	No description	+	allgene	overlapping	0	0.0	0.0	0.5747126936912537	1.7241379022598267	9.195402145385742	1.1904762983322144
22951651..22951780	NC_007116.7	22951651	22951780		si:ch211-26b3.4	si:ch211-26b3.4	No description	-	allgene	overlapping	0	0.7407407760620117	0.4761905074119568	0.8333333134651184	0.0	0.0	1.1494253873825073
22951944..22952099	NC_007116.7	22951944	22952099		si:ch211-26b3.4	si:ch211-26b3.4	No description	-	allgene	overlapping	0	2.702702760696411	4.166666507720947	0.6578947305679321	0.0	1.5350878238677979	6.359649181365967
23350345..23350417	NC_007116.7	23350345	23350417		nlgn3b	nlgn3b	No description	-	allgene	overlapping	0	0.0	0.0	2.0833332538604736	2.0833332538604736	2.0833332538604736	0.0
24201142..24201217	NC_007116.7	24201142	24201217		sox19a	sox19a	No description	-	allgene	overlapping	0	0.0	0.0	0.0	0.0	0.0	0.0
26949785..26949984	NC_007116.7	26949785	26949984		htra4	htra4	No description	-	allgene	overlapping	0	2.941176414489746	2.857142925262451	0.9523810148239136	1.2345679998397827	0.0	0.0
27433009..27433106	NC_007116.7	27433009	27433106		histh1l	histh1l	No description	+	allgene	overlapping	0	0.0	0.0	1.1764706373214722	1.1764706373214722	1.5625	0.0
27867064..27867207	NC_007116.7	27867064	27867207		zgc:110340	zgc:110340	No description	-	allgene	overlapping	0	1.2254902124404907	0.9803922176361084	2.777777910232544	0.0	0.0	1.6129032373428345
32162408..32162540	NC_007116.7	32162408	32162540		taok3b	taok3b	No description	+	allgene	overlapping	0	1.1111111640930176	0.4761905074119568	0.0	5.55555534362793	2.4242424964904785	3.846153736114502
37504844..37504921	NC_007116.7	37504844	37504921		si:ch1073-224n8.1	si:ch1073-224n8.1	No description	+	allgene	overlapping	0	0.0	4.861111164093018	0.0	0.0	1.754386067390442	0.0
38610945..38611042	NC_007116.7	38610945	38611042		znhit1	znhit1	No description	-	allgene	overlapping	0	6.969696998596191	0.0	0.0	1.3333334922790527	1.0	4.3478264808654785
41324674..41324931	NC_007116.7	41324674	41324931		arid3c	arid3c	No description	+	allgene	overlapping	0	0.813008189201355	0.6802721619606018	2.0390071868896484	0.7575758099555969	0.0	0.0
42123200..42123442	NC_007116.7	42123200	42123442		emc6	emc6	No description	-	allgene	overlapping	0	0.7189542651176453	0.0	1.704545497894287	1.0	0.0	3.8333334922790527
47601750..47601941	NC_007116.7	47601750	47601941		null					Not found	0	0.6666666865348816	6.6666669845581055	0.7352941036224365	0.0	1.7857142686843872	30.35714340209961
48664268..48664333	NC_007116.7	48664268	48664333		mblac2	mblac2	No description	-	allgene	overlapping	0	1.1111111640930176	0.0	0.0	0.0	2.222222328186035	0.0
55626528..55626696	NC_007116.7	55626528	55626696		ntrk2b	ntrk2b	No description	+	allgene	overlapping	0	1.3888888359069824	1.0416667461395264	0.0	1.4285714626312256	0.0	0.0
56924419..56924495	NC_007116.7	56924419	56924495		ppm1db	ppm1db	No description	-	allgene	overlapping	0	2.0833334922790527	0.0	3.125	0.0	0.0	7.142857074737549
70861922..70862016	NC_007116.7	70861922	70862016		null					Not found	0	0.800000011920929	2.160493850708008	0.0	2.0833334922790527	0.0	0.4032258093357086
71765537..71765615	NC_007116.7	71765537	71765615		LOC101883074	LOC101883074	No description	-	allgene	overlapping	0	0.0	0.0	0.0	0.0	0.0	0.0
71994797..71994916	NC_007116.7	71994797	71994916		fam78ab	fam78ab	No description	-	allgene	overlapping	0	0.5882353186607361	4.166666507720947	0.7352941036224365	2.4509804248809814	0.0	0.0
72416088..72416143	NC_007116.7	72416088	72416143		pax8	pax8	No description	-	allgene	overlapping	0	1.8518519401550293	1.3888888359069824	0.0	0.0	0.0	0.0
28461..28754	NC_007117.7	28461	28754		LOC110439853	LOC110439853	No description	+	allgene	overlapping	0	2.3809523582458496	0.0	0.3448275923728943	2.6666667461395264	0.0	0.9803921580314636
121162..121267	NC_007117.7	121162	121267		ap1m2	ap1m2	No description	+	allgene	overlapping	0	92.85713958740234	93.75	97.83950805664062	96.25	87.5	24.876544952392578
296542..296721	NC_007117.7	296542	296721		rbfox2	rbfox2	No description	+	allgene	overlapping	0	1.0131713151931763	0.4878048896789551	0.29154521226882935	1.0204081535339355	0.3105590343475342	2.3255813121795654
4540392..4540516	NC_007117.7	4540392	4540516		pou4f1	pou4f1	No description	+	allgene	overlapping	0	0.7575758099555969	0.0	0.0	0.0	0.0	0.0
4541449..4541521	NC_007117.7	4541449	4541521		pou4f1	pou4f1	No description	+	allgene	overlapping	0	0.0	0.0	2.5641026496887207	1.2820513248443604	0.0	0.0
7221732..7221823	NC_007117.7	7221732	7221823		null					Not found	0	56.25	90.0	22.942176818847656	86.66666412353516	46.153846740722656	86.11111450195312
7686130..7686293	NC_007117.7	7686130	7686293		ubn2a	ubn2a	No description	-	allgene	overlapping	0	0.32258063554763794	0.0	4.597701072692871	1.1111111640930176	3.846153736114502	2.2988507747650146
10727218..10727514	NC_007117.7	10727218	10727514		sp3b	sp3b	No description	-	allgene	overlapping	0	0.3205128312110901	1.4893616437911987	0.97826087474823	4.700854778289795	0.0	0.5208333134651184
11779759..11779858	NC_007117.7	11779759	11779858		fam171b	fam171b	No description	-	allgene	overlapping	0	0.0	0.0	0.0	0.0	0.0	0.0
12922679..12922756	NC_007117.7	12922679	12922756		cxcr4a	cxcr4a	No description	+	allgene	overlapping	0	0.0	1.6666666269302368	0.0	0.0	0.0	3.125
12922819..12923080	NC_007117.7	12922819	12923080		cxcr4a	cxcr4a	No description	+	allgene	overlapping	0	1.4583333730697632	1.4184398651123047	0.36231887340545654	1.8840581178665161	0.0	2.3255813121795654
14950988..14951115	NC_007117.7	14950988	14951115		pou3f3b	pou3f3b	No description	+	allgene	overlapping	0	0.0	1.0	0.0	1.923076868057251	0.0	0.0
19926102..19926171	NC_007117.7	19926102	19926171		ntn1a	ntn1a	No description	-	allgene	overlapping	0	0.0	0.0	0.9090909361839294	0.0	0.0	3.0303032398223877
24813347..24813530	NC_007117.7	24813347	24813530		null					Not found	0	0.0	0.0	0.4761904776096344	1.5873017311096191	0.625	0.0
27514733..27515001	NC_007117.7	27514733	27515001		ryk	ryk	No description	+	allgene	overlapping	0	0.0	0.5319148898124695	0.43478259444236755	1.134751796722412	0.0	0.0
34220216..34220449	NC_007117.7	34220216	34220449		dmrt2b	dmrt2b	No description	-	allgene	overlapping	0	0.37037038803100586	3.597883701324463	1.4285714626312256	0.7407407760620117	0.0	0.4545454680919647
40182202..40182287	NC_007117.7	40182202	40182287		LOC100332423	LOC100332423	No description	-	allgene	overlapping	0	0.0	0.0	0.9090909361839294	0.0	2.5641026496887207	0.0
40795924..40796151	NC_007117.7	40795924	40796151		gata2b	gata2b	No description	+	allgene	overlapping	0	0.3875969350337982	1.4814815521240234	1.1257764101028442	3.5714287757873535	0.0	1.5151515007019043
40952318..40952406	NC_007117.7	40952318	40952406		patz1	patz1	No description	+	allgene	overlapping	0	1.1363636255264282	0.0	0.0	4.545454502105713	0.0	0.0
40952541..40952647	NC_007117.7	40952541	40952647		patz1	patz1	No description	+	allgene	overlapping	0	0.0	0.0	2.2727272510528564	0.0	0.0	2.2727272510528564
46388610..46388761	NC_007117.7	46388610	46388761		camk1a	camk1a	No description	-	allgene	overlapping	0	0.0	0.0	0.0	0.0	0.0	0.0
50453068..50453170	NC_007117.7	50453068	50453170		mych	mych	No description	+	allgene	overlapping	0	0.0	0.0	1.1111111640930176	0.0	0.0	0.0
59853867..59854185	NC_007117.7	59853867	59854185		kdm6al	kdm6al	No description	+	allgene	overlapping	0	0.7462686896324158	0.94017094373703	0.0	0.0	0.7692307829856873	1.827309250831604
59854335..59854671	NC_007117.7	59854335	59854671		kdm6al	kdm6al	No description	+	allgene	overlapping	0	2.5342466831207275	0.0	0.28860029578208923	1.6438356637954712	1.5060241222381592	0.9803922176361084
737174..737341	NC_007118.7	737174	737341		LOC101886393	LOC101886393	No description	-	allgene	overlapping	0	0.7246377468109131	0.0	2.6715686321258545	0.0	0.0	0.0
7552016..7552274	NC_007118.7	7552016	7552274		clcn3	clcn3	No description	+	allgene	overlapping	0	0.0	1.1602098941802979	0.0	0.3174603283405304	0.5649718046188354	0.0
8877019..8877124	NC_007118.7	8877019	8877124		vax2	vax2	No description	-	allgene	overlapping	0	0.0	0.0	0.5291005373001099	4.301075458526611	0.0	0.0
9326382..9326469	NC_007118.7	9326382	9326469		chsy1	chsy1	No description	+	allgene	overlapping	0	0.0	1.6666666269302368	0.9523810148239136	0.0	0.0	0.0
9326606..9326671	NC_007118.7	9326606	9326671		chsy1	chsy1	No description	+	allgene	overlapping	0	0.0	1.41304349899292	0.0	0.0	4.166666507720947	0.0
18727798..18727985	NC_007118.7	18727798	18727985		si:dkey-38l22.2	si:dkey-38l22.2	No description	-	allgene	overlapping	0	0.0	0.4926108717918396	0.8943089842796326	1.2195122241973877	1.0	1.3888888359069824
20110197..20110441	NC_007118.7	20110197	20110441		zgc:114045	zgc:114045	No description	+	allgene	overlapping	0	0.0	0.7246377468109131	0.0	0.0	1.325757622718811	1.89393949508667
20767462..20767647	NC_007118.7	20767462	20767647		chd3	chd3	No description	-	allgene	overlapping	0	0.8333333730697632	0.8333333730697632	0.7751938700675964	0.0	0.0	1.7241379022598267
24888738..24889085	NC_007118.7	24888738	24889085		mark2b	mark2b	No description	+	allgene	overlapping	0	0.8333333730697632	0.5769230723381042	0.22831052541732788	0.4065040946006775	2.0833332538604736	1.923076868057251
